q1_neighbor_count,q2_neighbor_count,min_neighbor_count,max_neighbor_count,mean_neighbor_count,sum_neighbor_count,diff_neighbor_count,shared_neighbor_count
29,21,21,29,25.0,50,8,17
10,1,1,10,5.5,11,9,0
13,13,13,13,13.0,26,0,10
7,2,2,7,4.5,9,5,1
6,5,5,6,5.5,11,1,1
7,10,7,10,8.5,17,3,3
4,7,4,7,5.5,11,3,2
7,7,7,7,7.0,14,0,0
18,26,18,26,22.0,44,8,17
7,7,7,7,7.0,14,0,6
10,9,9,10,9.5,19,1,6
25,26,25,26,25.5,51,1,20
4,4,4,4,4.0,8,0,2
6,5,5,6,5.5,11,1,0
1,7,1,7,4.0,8,6,0
77,2,2,77,39.5,79,75,0
16,1,1,16,8.5,17,15,0
1,10,1,10,5.5,11,9,0
9,12,9,12,10.5,21,3,8
9,9,9,9,9.0,18,0,7
5,1,1,5,3.0,6,4,0
6,6,6,6,6.0,12,0,5
1,4,1,4,2.5,5,3,0
5,7,5,7,6.0,12,2,2
4,1,1,4,2.5,5,3,0
4,2,2,4,3.0,6,2,0
2,4,2,4,3.0,6,2,1
23,25,23,25,24.0,48,2,19
9,7,7,9,8.0,16,2,5
7,6,6,7,6.5,13,1,5
12,13,12,13,12.5,25,1,10
4,2,2,4,3.0,6,2,1
1,19,1,19,10.0,20,18,0
12,8,8,12,10.0,20,4,5
12,13,12,13,12.5,25,1,11
1,4,1,4,2.5,5,3,0
9,10,9,10,9.5,19,1,8
16,20,16,20,18.0,36,4,9
1,4,1,4,2.5,5,3,0
5,1,1,5,3.0,6,4,0
5,6,5,6,5.5,11,1,4
11,10,10,11,10.5,21,1,9
29,33,29,33,31.0,62,4,25
3,26,3,26,14.5,29,23,2
12,3,3,12,7.5,15,9,0
7,1,1,7,4.0,8,6,0
1,4,1,4,2.5,5,3,0
4,1,1,4,2.5,5,3,0
7,7,7,7,7.0,14,0,5
1,13,1,13,7.0,14,12,0
6,6,6,6,6.0,12,0,4
5,1,1,5,3.0,6,4,0
1,7,1,7,4.0,8,6,0
32,35,32,35,33.5,67,3,30
3,4,3,4,3.5,7,1,2
1,12,1,12,6.5,13,11,0
49,41,41,49,45.0,90,8,24
18,7,7,18,12.5,25,11,6
7,9,7,9,8.0,16,2,1
15,17,15,17,16.0,32,2,13
4,1,1,4,2.5,5,3,0
5,5,5,5,5.0,10,0,4
11,14,11,14,12.5,25,3,10
4,1,1,4,2.5,5,3,0
1,5,1,5,3.0,6,4,0
4,2,2,4,3.0,6,2,1
4,1,1,4,2.5,5,3,0
4,4,4,4,4.0,8,0,2
1,6,1,6,3.5,7,5,0
16,26,16,26,21.0,42,10,15
7,6,6,7,6.5,13,1,4
5,4,4,5,4.5,9,1,3
6,1,1,6,3.5,7,5,0
13,13,13,13,13.0,26,0,7
7,3,3,7,5.0,10,4,2
8,7,7,8,7.5,15,1,6
17,17,17,17,17.0,34,0,9
16,5,5,16,10.5,21,11,3
1,4,1,4,2.5,5,3,0
1,4,1,4,2.5,5,3,0
27,26,26,27,26.5,53,1,25
5,1,1,5,3.0,6,4,0
38,24,24,38,31.0,62,14,16
9,2,2,9,5.5,11,7,0
19,31,19,31,25.0,50,12,14
4,1,1,4,2.5,5,3,0
1,12,1,12,6.5,13,11,0
3,7,3,7,5.0,10,4,0
6,1,1,6,3.5,7,5,0
4,7,4,7,5.5,11,3,3
16,25,16,25,20.5,41,9,15
24,19,19,24,21.5,43,5,18
10,21,10,21,15.5,31,11,9
46,12,12,46,29.0,58,34,10
5,5,5,5,5.0,10,0,3
6,6,6,6,6.0,12,0,5
1,16,1,16,8.5,17,15,0
4,20,4,20,12.0,24,16,3
31,27,27,31,29.0,58,4,26
1,5,1,5,3.0,6,4,0
5,4,4,5,4.5,9,1,3
1,4,1,4,2.5,5,3,0
4,4,4,4,4.0,8,0,2
1,29,1,29,15.0,30,28,0
6,5,5,6,5.5,11,1,4
16,15,15,16,15.5,31,1,7
11,11,11,11,11.0,22,0,9
5,2,2,5,3.5,7,3,1
26,26,26,26,26.0,52,0,25
13,19,13,19,16.0,32,6,11
12,1,1,12,6.5,13,11,0
20,20,20,20,20.0,40,0,19
4,1,1,4,2.5,5,3,0
1,6,1,6,3.5,7,5,0
13,12,12,13,12.5,25,1,11
29,27,27,29,28.0,56,2,24
1,6,1,6,3.5,7,5,0
6,2,2,6,4.0,8,4,1
1,6,1,6,3.5,7,5,0
1,19,1,19,10.0,20,18,0
10,11,10,11,10.5,21,1,9
8,8,8,8,8.0,16,0,3
9,4,4,9,6.5,13,5,0
1,6,1,6,3.5,7,5,0
7,4,4,7,5.5,11,3,0
26,2,2,26,14.0,28,24,0
11,17,11,17,14.0,28,6,5
5,1,1,5,3.0,6,4,0
4,1,1,4,2.5,5,3,0
3,5,3,5,4.0,8,2,2
8,4,4,8,6.0,12,4,3
5,6,5,6,5.5,11,1,4
18,27,18,27,22.5,45,9,16
5,5,5,5,5.0,10,0,4
13,9,9,13,11.0,22,4,7
7,6,6,7,6.5,13,1,5
8,4,4,8,6.0,12,4,3
16,13,13,16,14.5,29,3,12
7,8,7,8,7.5,15,1,6
8,1,1,8,4.5,9,7,0
13,13,13,13,13.0,26,0,11
1,4,1,4,2.5,5,3,0
9,1,1,9,5.0,10,8,0
5,1,1,5,3.0,6,4,0
6,5,5,6,5.5,11,1,4
9,8,8,9,8.5,17,1,6
10,1,1,10,5.5,11,9,0
21,23,21,23,22.0,44,2,16
4,1,1,4,2.5,5,3,0
12,11,11,12,11.5,23,1,10
4,7,4,7,5.5,11,3,2
4,5,4,5,4.5,9,1,0
14,16,14,16,15.0,30,2,9
6,5,5,6,5.5,11,1,4
13,9,9,13,11.0,22,4,5
1,8,1,8,4.5,9,7,0
4,2,2,4,3.0,6,2,1
12,7,7,12,9.5,19,5,5
27,65,27,65,46.0,92,38,22
7,1,1,7,4.0,8,6,0
4,2,2,4,3.0,6,2,1
11,7,7,11,9.0,18,4,1
12,15,12,15,13.5,27,3,10
2,7,2,7,4.5,9,5,1
1,5,1,5,3.0,6,4,0
5,5,5,5,5.0,10,0,4
26,27,26,27,26.5,53,1,25
10,1,1,10,5.5,11,9,0
2,29,2,29,15.5,31,27,0
21,2,2,21,11.5,23,19,1
3,4,3,4,3.5,7,1,2
4,1,1,4,2.5,5,3,0
8,9,8,9,8.5,17,1,6
9,20,9,20,14.5,29,11,8
21,21,21,21,21.0,42,0,20
7,1,1,7,4.0,8,6,0
2,8,2,8,5.0,10,6,1
6,4,4,6,5.0,10,2,3
5,4,4,5,4.5,9,1,3
11,11,11,11,11.0,22,0,10
5,5,5,5,5.0,10,0,4
1,22,1,22,11.5,23,21,0
5,2,2,5,3.5,7,3,0
2,40,2,40,21.0,42,38,0
5,1,1,5,3.0,6,4,0
4,4,4,4,4.0,8,0,3
12,12,12,12,12.0,24,0,11
7,2,2,7,4.5,9,5,1
5,15,5,15,10.0,20,10,0
1,4,1,4,2.5,5,3,0
5,4,4,5,4.5,9,1,1
22,8,8,22,15.0,30,14,7
16,18,16,18,17.0,34,2,14
1,5,1,5,3.0,6,4,0
4,15,4,15,9.5,19,11,1
36,46,36,46,41.0,82,10,31
4,1,1,4,2.5,5,3,0
8,11,8,11,9.5,19,3,7
4,4,4,4,4.0,8,0,3
1,5,1,5,3.0,6,4,0
9,8,8,9,8.5,17,1,7
4,1,1,4,2.5,5,3,0
1,5,1,5,3.0,6,4,0
18,15,15,18,16.5,33,3,12
35,25,25,35,30.0,60,10,21
5,2,2,5,3.5,7,3,1
21,18,18,21,19.5,39,3,9
1,7,1,7,4.0,8,6,0
23,20,20,23,21.5,43,3,18
4,1,1,4,2.5,5,3,0
21,1,1,21,11.0,22,20,0
10,6,6,10,8.0,16,4,4
3,4,3,4,3.5,7,1,2
1,6,1,6,3.5,7,5,0
6,7,6,7,6.5,13,1,5
3,5,3,5,4.0,8,2,2
4,3,3,4,3.5,7,1,0
7,1,1,7,4.0,8,6,0
6,6,6,6,6.0,12,0,3
5,1,1,5,3.0,6,4,0
1,6,1,6,3.5,7,5,0
11,7,7,11,9.0,18,4,1
19,19,19,19,19.0,38,0,17
5,1,1,5,3.0,6,4,0
8,5,5,8,6.5,13,3,4
15,15,15,15,15.0,30,0,10
5,5,5,5,5.0,10,0,4
5,1,1,5,3.0,6,4,0
1,5,1,5,3.0,6,4,0
5,4,4,5,4.5,9,1,1
1,4,1,4,2.5,5,3,0
12,10,10,12,11.0,22,2,9
1,65,1,65,33.0,66,64,0
26,17,17,26,21.5,43,9,11
1,4,1,4,2.5,5,3,0
6,1,1,6,3.5,7,5,0
7,8,7,8,7.5,15,1,6
2,6,2,6,4.0,8,4,1
17,13,13,17,15.0,30,4,12
8,3,3,8,5.5,11,5,2
4,1,1,4,2.5,5,3,0
21,9,9,21,15.0,30,12,2
1,7,1,7,4.0,8,6,0
7,6,6,7,6.5,13,1,5
26,26,26,26,26.0,52,0,24
19,1,1,19,10.0,20,18,0
10,12,10,12,11.0,22,2,7
32,33,32,33,32.5,65,1,30
20,25,20,25,22.5,45,5,17
2,4,2,4,3.0,6,2,1
1,4,1,4,2.5,5,3,0
7,9,7,9,8.0,16,2,0
9,1,1,9,5.0,10,8,0
5,1,1,5,3.0,6,4,0
4,5,4,5,4.5,9,1,0
13,18,13,18,15.5,31,5,12
1,7,1,7,4.0,8,6,0
1,5,1,5,3.0,6,4,0
4,1,1,4,2.5,5,3,0
15,22,15,22,18.5,37,7,5
3,5,3,5,4.0,8,2,2
4,1,1,4,2.5,5,3,0
4,1,1,4,2.5,5,3,0
41,28,28,41,34.5,69,13,18
2,6,2,6,4.0,8,4,1
12,11,11,12,11.5,23,1,10
7,8,7,8,7.5,15,1,4
8,8,8,8,8.0,16,0,5
8,6,6,8,7.0,14,2,4
3,6,3,6,4.5,9,3,1
4,2,2,4,3.0,6,2,0
2,7,2,7,4.5,9,5,1
21,23,21,23,22.0,44,2,18
2,12,2,12,7.0,14,10,1
8,8,8,8,8.0,16,0,6
1,6,1,6,3.5,7,5,0
1,43,1,43,22.0,44,42,0
5,1,1,5,3.0,6,4,0
5,1,1,5,3.0,6,4,0
4,6,4,6,5.0,10,2,3
1,5,1,5,3.0,6,4,0
2,7,2,7,4.5,9,5,0
1,11,1,11,6.0,12,10,0
38,51,38,51,44.5,89,13,19
23,28,23,28,25.5,51,5,21
1,15,1,15,8.0,16,14,0
2,4,2,4,3.0,6,2,0
17,14,14,17,15.5,31,3,12
1,5,1,5,3.0,6,4,0
1,6,1,6,3.5,7,5,0
28,18,18,28,23.0,46,10,16
15,12,12,15,13.5,27,3,10
6,6,6,6,6.0,12,0,5
34,36,34,36,35.0,70,2,33
7,1,1,7,4.0,8,6,0
1,4,1,4,2.5,5,3,0
36,32,32,36,34.0,68,4,31
6,6,6,6,6.0,12,0,5
12,14,12,14,13.0,26,2,10
2,5,2,5,3.5,7,3,1
18,47,18,47,32.5,65,29,17
8,4,4,8,6.0,12,4,2
5,1,1,5,3.0,6,4,0
7,10,7,10,8.5,17,3,5
11,13,11,13,12.0,24,2,8
8,8,8,8,8.0,16,0,7
5,1,1,5,3.0,6,4,0
2,7,2,7,4.5,9,5,0
29,23,23,29,26.0,52,6,21
7,6,6,7,6.5,13,1,4
1,4,1,4,2.5,5,3,0
19,19,19,19,19.0,38,0,17
13,11,11,13,12.0,24,2,9
9,7,7,9,8.0,16,2,0
7,2,2,7,4.5,9,5,1
8,1,1,8,4.5,9,7,0
11,1,1,11,6.0,12,10,0
49,20,20,49,34.5,69,29,16
29,27,27,29,28.0,56,2,23
45,48,45,48,46.5,93,3,43
1,6,1,6,3.5,7,5,0
25,24,24,25,24.5,49,1,22
6,5,5,6,5.5,11,1,4
5,1,1,5,3.0,6,4,0
9,6,6,9,7.5,15,3,5
6,2,2,6,4.0,8,4,1
12,12,12,12,12.0,24,0,11
1,5,1,5,3.0,6,4,0
6,1,1,6,3.5,7,5,0
26,2,2,26,14.0,28,24,1
1,5,1,5,3.0,6,4,0
4,3,3,4,3.5,7,1,2
19,18,18,19,18.5,37,1,15
19,17,17,19,18.0,36,2,14
6,1,1,6,3.5,7,5,0
10,9,9,10,9.5,19,1,7
7,1,1,7,4.0,8,6,0
1,61,1,61,31.0,62,60,0
22,20,20,22,21.0,42,2,16
6,6,6,6,6.0,12,0,5
8,2,2,8,5.0,10,6,0
5,2,2,5,3.5,7,3,1
7,8,7,8,7.5,15,1,6
9,7,7,9,8.0,16,2,4
1,6,1,6,3.5,7,5,0
20,28,20,28,24.0,48,8,2
16,19,16,19,17.5,35,3,15
10,14,10,14,12.0,24,4,1
14,21,14,21,17.5,35,7,11
1,6,1,6,3.5,7,5,0
8,2,2,8,5.0,10,6,0
1,6,1,6,3.5,7,5,0
9,8,8,9,8.5,17,1,7
6,6,6,6,6.0,12,0,5
5,7,5,7,6.0,12,2,3
33,33,33,33,33.0,66,0,32
4,4,4,4,4.0,8,0,3
4,3,3,4,3.5,7,1,2
7,1,1,7,4.0,8,6,0
5,2,2,5,3.5,7,3,1
13,15,13,15,14.0,28,2,12
4,1,1,4,2.5,5,3,0
7,4,4,7,5.5,11,3,3
7,7,7,7,7.0,14,0,6
2,11,2,11,6.5,13,9,0
8,8,8,8,8.0,16,0,6
2,20,2,20,11.0,22,18,1
4,1,1,4,2.5,5,3,0
16,17,16,17,16.5,33,1,14
4,1,1,4,2.5,5,3,0
23,29,23,29,26.0,52,6,21
4,1,1,4,2.5,5,3,0
1,4,1,4,2.5,5,3,0
8,7,7,8,7.5,15,1,6
11,15,11,15,13.0,26,4,6
4,4,4,4,4.0,8,0,3
1,5,1,5,3.0,6,4,0
8,1,1,8,4.5,9,7,0
1,5,1,5,3.0,6,4,0
4,4,4,4,4.0,8,0,3
6,6,6,6,6.0,12,0,0
6,1,1,6,3.5,7,5,0
1,6,1,6,3.5,7,5,0
6,3,3,6,4.5,9,3,2
19,20,19,20,19.5,39,1,18
17,15,15,17,16.0,32,2,14
24,17,17,24,20.5,41,7,14
1,4,1,4,2.5,5,3,0
5,6,5,6,5.5,11,1,3
6,1,1,6,3.5,7,5,0
9,1,1,9,5.0,10,8,0
5,7,5,7,6.0,12,2,3
7,5,5,7,6.0,12,2,3
9,10,9,10,9.5,19,1,5
6,8,6,8,7.0,14,2,5
7,20,7,20,13.5,27,13,5
4,1,1,4,2.5,5,3,0
1,9,1,9,5.0,10,8,0
21,9,9,21,15.0,30,12,4
4,2,2,4,3.0,6,2,1
14,9,9,14,11.5,23,5,6
14,3,3,14,8.5,17,11,1
7,17,7,17,12.0,24,10,6
8,6,6,8,7.0,14,2,4
13,9,9,13,11.0,22,4,8
9,6,6,9,7.5,15,3,5
17,20,17,20,18.5,37,3,16
21,6,6,21,13.5,27,15,5
1,5,1,5,3.0,6,4,0
19,14,14,19,16.5,33,5,0
3,4,3,4,3.5,7,1,2
4,5,4,5,4.5,9,1,1
15,2,2,15,8.5,17,13,0
5,5,5,5,5.0,10,0,4
7,4,4,7,5.5,11,3,0
7,7,7,7,7.0,14,0,6
5,7,5,7,6.0,12,2,3
1,6,1,6,3.5,7,5,0
11,1,1,11,6.0,12,10,0
4,2,2,4,3.0,6,2,1
10,5,5,10,7.5,15,5,4
14,13,13,14,13.5,27,1,10
10,10,10,10,10.0,20,0,9
8,1,1,8,4.5,9,7,0
9,9,9,9,9.0,18,0,2
10,18,10,18,14.0,28,8,9
5,1,1,5,3.0,6,4,0
146,25,25,146,85.5,171,121,10
8,1,1,8,4.5,9,7,0
4,4,4,4,4.0,8,0,3
7,8,7,8,7.5,15,1,6
4,1,1,4,2.5,5,3,0
25,37,25,37,31.0,62,12,17
6,4,4,6,5.0,10,2,3
1,4,1,4,2.5,5,3,0
1,9,1,9,5.0,10,8,0
1,9,1,9,5.0,10,8,0
1,9,1,9,5.0,10,8,0
4,2,2,4,3.0,6,2,0
11,12,11,12,11.5,23,1,10
9,9,9,9,9.0,18,0,8
6,6,6,6,6.0,12,0,5
14,11,11,14,12.5,25,3,10
13,45,13,45,29.0,58,32,11
9,10,9,10,9.5,19,1,6
8,8,8,8,8.0,16,0,3
17,9,9,17,13.0,26,8,6
25,28,25,28,26.5,53,3,23
8,10,8,10,9.0,18,2,5
19,18,18,19,18.5,37,1,16
1,65,1,65,33.0,66,64,0
1,15,1,15,8.0,16,14,0
1,5,1,5,3.0,6,4,0
4,1,1,4,2.5,5,3,0
5,1,1,5,3.0,6,4,0
4,4,4,4,4.0,8,0,3
4,1,1,4,2.5,5,3,0
4,5,4,5,4.5,9,1,3
1,22,1,22,11.5,23,21,0
1,5,1,5,3.0,6,4,0
1,4,1,4,2.5,5,3,0
11,6,6,11,8.5,17,5,5
1,8,1,8,4.5,9,7,0
1,4,1,4,2.5,5,3,0
4,1,1,4,2.5,5,3,0
1,8,1,8,4.5,9,7,0
41,48,41,48,44.5,89,7,36
9,13,9,13,11.0,22,4,6
4,6,4,6,5.0,10,2,1
1,4,1,4,2.5,5,3,0
4,3,3,4,3.5,7,1,2
8,9,8,9,8.5,17,1,7
9,12,9,12,10.5,21,3,8
1,4,1,4,2.5,5,3,0
16,8,8,16,12.0,24,8,2
5,4,4,5,4.5,9,1,3
5,7,5,7,6.0,12,2,3
4,4,4,4,4.0,8,0,3
1,4,1,4,2.5,5,3,0
4,10,4,10,7.0,14,6,1
4,3,3,4,3.5,7,1,2
18,48,18,48,33.0,66,30,17
34,29,29,34,31.5,63,5,23
4,5,4,5,4.5,9,1,3
1,5,1,5,3.0,6,4,0
17,5,5,17,11.0,22,12,4
4,4,4,4,4.0,8,0,2
1,11,1,11,6.0,12,10,0
27,28,27,28,27.5,55,1,26
6,8,6,8,7.0,14,2,5
11,13,11,13,12.0,24,2,10
10,10,10,10,10.0,20,0,9
1,25,1,25,13.0,26,24,0
38,22,22,38,30.0,60,16,15
2,4,2,4,3.0,6,2,1
7,1,1,7,4.0,8,6,0
7,6,6,7,6.5,13,1,4
10,11,10,11,10.5,21,1,7
18,10,10,18,14.0,28,8,8
4,1,1,4,2.5,5,3,0
1,9,1,9,5.0,10,8,0
1,16,1,16,8.5,17,15,0
6,6,6,6,6.0,12,0,5
10,1,1,10,5.5,11,9,0
25,33,25,33,29.0,58,8,23
1,7,1,7,4.0,8,6,0
16,21,16,21,18.5,37,5,9
4,22,4,22,13.0,26,18,0
1,5,1,5,3.0,6,4,0
5,4,4,5,4.5,9,1,3
9,9,9,9,9.0,18,0,8
11,10,10,11,10.5,21,1,9
2,14,2,14,8.0,16,12,0
3,16,3,16,9.5,19,13,0
15,25,15,25,20.0,40,10,14
4,7,4,7,5.5,11,3,2
6,7,6,7,6.5,13,1,4
1,7,1,7,4.0,8,6,0
21,13,13,21,17.0,34,8,12
6,6,6,6,6.0,12,0,5
6,7,6,7,6.5,13,1,5
14,11,11,14,12.5,25,3,8
9,10,9,10,9.5,19,1,8
5,1,1,5,3.0,6,4,0
17,11,11,17,14.0,28,6,10
2,12,2,12,7.0,14,10,1
7,5,5,7,6.0,12,2,3
5,1,1,5,3.0,6,4,0
11,10,10,11,10.5,21,1,9
5,1,1,5,3.0,6,4,0
11,20,11,20,15.5,31,9,9
4,4,4,4,4.0,8,0,3
6,6,6,6,6.0,12,0,5
1,10,1,10,5.5,11,9,0
3,15,3,15,9.0,18,12,2
1,5,1,5,3.0,6,4,0
6,10,6,10,8.0,16,4,5
8,8,8,8,8.0,16,0,7
3,4,3,4,3.5,7,1,2
14,1,1,14,7.5,15,13,0
17,15,15,17,16.0,32,2,11
2,12,2,12,7.0,14,10,0
7,1,1,7,4.0,8,6,0
4,1,1,4,2.5,5,3,0
38,36,36,38,37.0,74,2,34
18,17,17,18,17.5,35,1,16
2,6,2,6,4.0,8,4,1
1,6,1,6,3.5,7,5,0
5,2,2,5,3.5,7,3,0
1,4,1,4,2.5,5,3,0
3,5,3,5,4.0,8,2,2
4,2,2,4,3.0,6,2,1
43,12,12,43,27.5,55,31,7
18,17,17,18,17.5,35,1,12
13,9,9,13,11.0,22,4,8
8,1,1,8,4.5,9,7,0
10,1,1,10,5.5,11,9,0
21,21,21,21,21.0,42,0,19
10,9,9,10,9.5,19,1,6
2,20,2,20,11.0,22,18,0
5,1,1,5,3.0,6,4,0
2,21,2,21,11.5,23,19,1
6,15,6,15,10.5,21,9,2
6,1,1,6,3.5,7,5,0
4,4,4,4,4.0,8,0,3
5,1,1,5,3.0,6,4,0
13,10,10,13,11.5,23,3,2
18,21,18,21,19.5,39,3,17
24,1,1,24,12.5,25,23,0
9,1,1,9,5.0,10,8,0
1,10,1,10,5.5,11,9,0
1,5,1,5,3.0,6,4,0
15,12,12,15,13.5,27,3,9
13,9,9,13,11.0,22,4,8
5,1,1,5,3.0,6,4,0
22,46,22,46,34.0,68,24,16
12,13,12,13,12.5,25,1,10
1,4,1,4,2.5,5,3,0
14,12,12,14,13.0,26,2,11
1,4,1,4,2.5,5,3,0
7,7,7,7,7.0,14,0,6
47,36,36,47,41.5,83,11,33
7,7,7,7,7.0,14,0,6
13,13,13,13,13.0,26,0,12
5,1,1,5,3.0,6,4,0
2,6,2,6,4.0,8,4,0
4,1,1,4,2.5,5,3,0
1,5,1,5,3.0,6,4,0
23,30,23,30,26.5,53,7,21
11,13,11,13,12.0,24,2,1
1,7,1,7,4.0,8,6,0
1,4,1,4,2.5,5,3,0
6,5,5,6,5.5,11,1,4
10,39,10,39,24.5,49,29,7
4,2,2,4,3.0,6,2,0
4,8,4,8,6.0,12,4,3
1,4,1,4,2.5,5,3,0
11,11,11,11,11.0,22,0,6
1,4,1,4,2.5,5,3,0
9,8,8,9,8.5,17,1,7
1,4,1,4,2.5,5,3,0
34,40,34,40,37.0,74,6,32
4,1,1,4,2.5,5,3,0
3,4,3,4,3.5,7,1,2
2,5,2,5,3.5,7,3,1
1,13,1,13,7.0,14,12,0
38,33,33,38,35.5,71,5,28
1,5,1,5,3.0,6,4,0
4,3,3,4,3.5,7,1,2
8,1,1,8,4.5,9,7,0
5,1,1,5,3.0,6,4,0
6,9,6,9,7.5,15,3,1
14,13,13,14,13.5,27,1,12
6,2,2,6,4.0,8,4,1
1,7,1,7,4.0,8,6,0
6,5,5,6,5.5,11,1,4
4,6,4,6,5.0,10,2,0
1,17,1,17,9.0,18,16,0
5,4,4,5,4.5,9,1,3
18,10,10,18,14.0,28,8,9
5,6,5,6,5.5,11,1,2
4,1,1,4,2.5,5,3,0
13,1,1,13,7.0,14,12,0
7,15,7,15,11.0,22,8,6
10,11,10,11,10.5,21,1,6
33,9,9,33,21.0,42,24,7
7,9,7,9,8.0,16,2,6
6,1,1,6,3.5,7,5,0
4,1,1,4,2.5,5,3,0
1,7,1,7,4.0,8,6,0
3,8,3,8,5.5,11,5,2
12,2,2,12,7.0,14,10,0
1,8,1,8,4.5,9,7,0
8,1,1,8,4.5,9,7,0
3,17,3,17,10.0,20,14,2
29,36,29,36,32.5,65,7,18
7,6,6,7,6.5,13,1,3
9,4,4,9,6.5,13,5,2
5,1,1,5,3.0,6,4,0
5,5,5,5,5.0,10,0,4
17,11,11,17,14.0,28,6,8
3,11,3,11,7.0,14,8,2
9,5,5,9,7.0,14,4,1
13,13,13,13,13.0,26,0,9
11,1,1,11,6.0,12,10,0
11,13,11,13,12.0,24,2,9
1,10,1,10,5.5,11,9,0
1,7,1,7,4.0,8,6,0
5,3,3,5,4.0,8,2,2
13,8,8,13,10.5,21,5,2
4,1,1,4,2.5,5,3,0
7,1,1,7,4.0,8,6,0
27,39,27,39,33.0,66,12,26
1,35,1,35,18.0,36,34,0
7,7,7,7,7.0,14,0,4
5,7,5,7,6.0,12,2,4
5,7,5,7,6.0,12,2,3
1,4,1,4,2.5,5,3,0
22,23,22,23,22.5,45,1,20
15,10,10,15,12.5,25,5,8
19,105,19,105,62.0,124,86,0
6,15,6,15,10.5,21,9,4
32,36,32,36,34.0,68,4,31
9,1,1,9,5.0,10,8,0
10,12,10,12,11.0,22,2,5
32,9,9,32,20.5,41,23,7
1,5,1,5,3.0,6,4,0
4,1,1,4,2.5,5,3,0
9,4,4,9,6.5,13,5,2
1,4,1,4,2.5,5,3,0
1,5,1,5,3.0,6,4,0
4,1,1,4,2.5,5,3,0
11,1,1,11,6.0,12,10,0
1,4,1,4,2.5,5,3,0
4,17,4,17,10.5,21,13,3
4,2,2,4,3.0,6,2,1
1,11,1,11,6.0,12,10,0
1,17,1,17,9.0,18,16,0
5,2,2,5,3.5,7,3,1
9,11,9,11,10.0,20,2,6
14,13,13,14,13.5,27,1,12
1,8,1,8,4.5,9,7,0
9,10,9,10,9.5,19,1,8
6,1,1,6,3.5,7,5,0
5,1,1,5,3.0,6,4,0
12,11,11,12,11.5,23,1,4
9,25,9,25,17.0,34,16,8
4,1,1,4,2.5,5,3,0
42,44,42,44,43.0,86,2,40
24,16,16,24,20.0,40,8,15
2,22,2,22,12.0,24,20,0
5,1,1,5,3.0,6,4,0
7,7,7,7,7.0,14,0,5
6,5,5,6,5.5,11,1,4
7,3,3,7,5.0,10,4,2
5,1,1,5,3.0,6,4,0
12,13,12,13,12.5,25,1,11
41,40,40,41,40.5,81,1,36
20,18,18,20,19.0,38,2,16
8,11,8,11,9.5,19,3,5
13,105,13,105,59.0,118,92,0
7,1,1,7,4.0,8,6,0
2,30,2,30,16.0,32,28,1
12,13,12,13,12.5,25,1,11
1,5,1,5,3.0,6,4,0
6,1,1,6,3.5,7,5,0
4,1,1,4,2.5,5,3,0
4,1,1,4,2.5,5,3,0
1,4,1,4,2.5,5,3,0
1,4,1,4,2.5,5,3,0
14,12,12,14,13.0,26,2,11
6,1,1,6,3.5,7,5,0
20,29,20,29,24.5,49,9,19
7,10,7,10,8.5,17,3,6
11,12,11,12,11.5,23,1,6
5,7,5,7,6.0,12,2,3
17,13,13,17,15.0,30,4,11
22,20,20,22,21.0,42,2,18
6,19,6,19,12.5,25,13,5
7,35,7,35,21.0,42,28,2
6,1,1,6,3.5,7,5,0
7,5,5,7,6.0,12,2,4
7,4,4,7,5.5,11,3,0
5,5,5,5,5.0,10,0,4
1,5,1,5,3.0,6,4,0
6,4,4,6,5.0,10,2,0
7,4,4,7,5.5,11,3,3
42,38,38,42,40.0,80,4,27
2,7,2,7,4.5,9,5,1
25,29,25,29,27.0,54,4,23
17,20,17,20,18.5,37,3,15
4,1,1,4,2.5,5,3,0
6,6,6,6,6.0,12,0,4
22,1,1,22,11.5,23,21,0
2,4,2,4,3.0,6,2,1
1,11,1,11,6.0,12,10,0
5,1,1,5,3.0,6,4,0
27,26,26,27,26.5,53,1,15
7,1,1,7,4.0,8,6,0
10,1,1,10,5.5,11,9,0
1,8,1,8,4.5,9,7,0
9,1,1,9,5.0,10,8,0
2,8,2,8,5.0,10,6,1
4,1,1,4,2.5,5,3,0
5,5,5,5,5.0,10,0,3
6,4,4,6,5.0,10,2,1
4,5,4,5,4.5,9,1,3
1,11,1,11,6.0,12,10,0
1,26,1,26,13.5,27,25,0
9,8,8,9,8.5,17,1,7
16,19,16,19,17.5,35,3,14
5,1,1,5,3.0,6,4,0
1,4,1,4,2.5,5,3,0
5,5,5,5,5.0,10,0,0
1,14,1,14,7.5,15,13,0
1,6,1,6,3.5,7,5,0
13,18,13,18,15.5,31,5,9
2,5,2,5,3.5,7,3,1
8,11,8,11,9.5,19,3,7
8,1,1,8,4.5,9,7,0
6,17,6,17,11.5,23,11,5
4,2,2,4,3.0,6,2,1
1,7,1,7,4.0,8,6,0
3,6,3,6,4.5,9,3,2
3,21,3,21,12.0,24,18,0
1,4,1,4,2.5,5,3,0
9,11,9,11,10.0,20,2,8
7,1,1,7,4.0,8,6,0
1,146,1,146,73.5,147,145,0
3,4,3,4,3.5,7,1,2
8,8,8,8,8.0,16,0,5
9,9,9,9,9.0,18,0,8
33,15,15,33,24.0,48,18,10
