q1_hash,q2_hash,q1_freq,q2_freq
9330,17546,10,7
3408,10998,16,17
11785,18399,21,20
15538,11806,17,20
22995,28835,8,8
22996,1041,12,13
10037,10998,17,17
22997,34771,1,4
780,15656,6,6
4477,44749,6,1
22998,44750,6,1
5120,7321,19,15
22999,44751,4,1
23000,43361,4,4
23001,41390,5,5
1205,44752,5,1
11515,44753,4,1
23002,3811,11,9
3147,3575,9,7
23003,10435,1,17
23004,42165,1,5
23005,14228,1,18
3576,11184,66,22
16975,27838,8,2
4642,179,17,20
23006,358,1,9
3008,5665,12,16
706,35542,8,9
897,6928,22,24
23007,35033,5,5
23008,22001,4,7
10906,31435,12,2
23009,44754,4,1
13026,26473,11,13
3817,948,5,8
1161,44755,9,1
345,34382,23,4
1839,3779,14,6
8083,30418,9,7
7126,22657,6,6
15661,4052,7,10
23010,22075,1,6
20266,3126,15,31
23011,34933,11,11
8103,34273,20,15
23012,35281,1,5
23013,20608,4,5
23014,5399,8,4
23015,35061,1,5
189,23266,6,4
11922,23456,12,20
9763,17693,8,8
15883,29749,8,13
10857,18429,8,6
23016,19292,1,4
23017,34754,1,6
23018,34859,1,22
23019,14285,1,5
23020,31531,4,13
23021,12227,1,9
10759,42461,5,7
23022,44756,4,1
9471,44757,4,1
23023,3243,2,7
17405,44758,4,1
4790,44759,5,2
23024,30315,3,13
9116,5864,26,16
22674,10699,4,7
13214,22872,6,4
4612,12454,23,28
12753,32643,5,6
5318,44760,4,1
970,44761,4,1
5202,22498,14,11
14169,29864,6,2
7708,44762,6,1
23025,20148,1,4
23026,44763,4,1
8390,24612,4,6
2617,6054,39,21
23027,28688,1,4
708,15172,31,24
20674,44764,5,4
9479,31248,8,6
9399,15615,2,5
23028,34979,8,7
5506,44765,4,1
11437,24161,13,12
23029,44766,1,4
15001,32948,6,17
23030,36750,3,4
1008,2090,35,31
23031,43789,1,5
5951,17843,9,9
1723,4906,42,41
7740,15117,10,13
23032,44767,7,1
3124,16475,23,21
13175,7291,16,18
8225,44768,18,1
11782,44769,4,1
2330,472,5,4
7668,44770,16,1
3937,14621,5,9
23033,9630,1,4
19545,44771,6,1
9061,44772,4,1
8915,44773,4,2
6296,176,26,26
3265,4560,27,10
12713,13179,14,13
23034,2937,3,28
23035,18393,1,4
23036,18025,1,4
3309,17979,34,37
23037,44774,9,1
4659,24292,10,11
23038,44775,4,1
23039,20491,8,8
4784,19598,9,8
5515,5483,19,16
23040,38793,4,4
3906,31341,9,8
23041,236,1,146
4102,44776,7,1
5382,16823,7,6
11567,25466,7,5
988,525,26,26
23042,37243,7,7
23043,28340,1,4
23044,44777,4,1
15278,44778,6,2
23045,44779,4,1
23046,27068,1,6
2581,44780,6,1
15258,3556,3,10
5311,16942,15,21
20294,44781,6,2
23047,15893,9,6
917,2040,43,45
18957,44782,6,1
23048,31886,7,8
23049,33488,7,6
5362,11996,10,14
4880,20179,7,8
23050,16856,1,5
3357,13065,5,9
565,32212,19,20
16586,44783,7,1
3397,17982,5,8
4588,16328,51,41
16696,5686,8,8
19429,35666,7,7
1295,15773,21,22
5491,21434,5,6
23051,14404,4,6
5130,3309,41,34
3569,1867,25,22
23052,23037,4,9
23053,14391,1,6
23054,15911,1,4
302,44784,4,1
14848,19608,6,6
236,10518,146,15
4562,44785,9,3
12340,17103,11,11
10548,37213,6,5
11892,37330,6,6
9376,12584,14,16
23055,39524,1,4
23056,1273,1,28
18657,44786,5,1
7429,34937,5,5
1361,12011,10,17
23057,44787,4,4
6572,34005,13,25
23058,44788,4,1
18585,44789,11,1
655,1029,50,49
284,44790,16,1
23059,34750,1,4
23060,44791,4,4
23061,15527,1,4
2405,3910,18,19
23062,44792,1,4
23063,35920,1,6
12136,44793,6,2
9923,12373,7,6
664,9293,49,20
23064,3083,1,20
6670,25831,27,27
23065,24258,1,4
23066,15017,1,27
6491,44794,11,2
10188,44795,5,1
6639,16981,35,25
23067,20847,1,6
23068,12338,4,4
5685,3841,24,30
23069,35048,4,4
378,34931,5,8
2778,3457,31,21
14675,6638,20,17
2946,4989,25,33
23070,27590,5,8
3720,44796,17,2
23071,30382,1,5
23072,35523,12,9
23073,25890,1,5
4281,15137,4,4
11241,16613,4,2
18707,39709,4,8
23074,7328,1,8
15870,44797,4,1
17869,44798,8,1
2301,14965,7,8
23075,7681,1,9
7848,21812,16,17
6044,33195,24,10
9686,26606,23,21
18456,17236,8,7
4057,9493,12,11
17531,44799,4,4
2138,30828,6,5
23076,36021,1,4
4285,23278,11,8
2700,36161,12,12
17121,44800,11,1
23077,11664,7,7
23078,5222,1,6
8490,30603,4,5
16351,44801,4,1
23079,5346,1,8
23080,2762,1,6
3116,16114,39,29
6,35200,5,5
10877,36923,9,12
23081,44802,3,6
3980,34391,38,31
12553,37633,6,8
22004,20194,6,5
23082,39864,5,5
5318,44803,4,1
23083,25723,1,5
3646,4801,12,19
23084,44804,4,1
10650,44805,22,1
2111,18057,13,9
13350,18313,50,55
15179,44806,5,1
23085,10524,1,16
12723,12654,4,8
23086,32098,5,3
6538,1142,20,20
491,13045,38,24
14798,44807,12,1
9699,4373,18,19
23087,34974,1,8
23088,40133,1,5
8323,44808,7,1
14704,44809,4,1
6729,7790,8,11
23089,30683,1,14
6833,1857,14,43
23090,2811,8,8
20554,44810,6,1
14608,44811,4,1
11775,44812,4,1
23091,44813,4,1
23092,44814,4,1
11430,21649,12,17
23093,17404,2,7
17718,22343,7,7
6261,13814,31,28
2654,28578,17,8
20217,36870,4,7
15764,44815,5,2
2590,18533,14,18
13137,23733,6,5
23094,26694,1,4
23095,30885,1,24
21667,13542,8,7
23096,44816,4,1
1109,2685,26,26
3175,28491,2,6
23097,1296,5,4
12448,41553,4,5
23098,87,1,18
3290,1110,17,16
23099,3369,5,6
23100,21139,1,5
4380,39089,4,6
23101,24550,5,15
39,44817,6,1
1618,4613,25,17
623,35272,18,12
41,19262,19,16
23102,40471,5,5
23103,44818,5,1
13144,44819,5,1
23104,40353,5,5
7833,22047,8,11
23105,16984,7,6
23106,44820,6,1
514,874,25,13
5721,6048,7,12
2623,44821,5,1
18091,39664,4,4
16289,22025,8,5
11055,14099,6,6
15204,44822,5,2
23107,44823,4,1
12219,19991,4,4
286,20645,29,22
19519,2463,5,5
11997,44824,8,1
23108,44825,8,1
23109,41906,1,4
10416,2789,27,22
23110,44826,5,1
23111,36063,11,13
5917,40743,9,10
23112,18769,1,9
21126,18597,8,10
7046,44827,5,1
2310,11584,13,15
11827,44828,10,1
17174,28352,6,4
8010,41451,5,4
1064,44829,5,1
7941,3664,18,19
23113,15215,1,61
20542,16438,5,6
1246,6640,21,17
6786,873,5,8
13720,41384,13,5
9855,34992,6,5
23114,10477,1,65
15808,8229,15,13
22157,14325,5,4
5169,44830,8,1
2175,3161,20,23
3423,379,37,44
23115,72,6,6
23116,38182,1,5
5680,9993,17,26
13208,20164,10,8
23117,11230,1,4
23118,25195,1,6
7071,27876,5,5
15358,4166,13,14
23119,43548,1,6
21835,38116,6,4
14411,44831,6,2
1872,12476,10,12
549,29548,15,2
1095,44832,4,1
23120,44833,5,1
23121,2272,2,8
2024,3016,22,21
4227,24075,9,9
23122,36335,4,7
5618,2183,36,25
2286,35690,14,9
7671,12654,8,8
15758,11492,14,20
15993,35247,13,17
4013,7500,13,21
23123,40052,1,6
17752,44834,4,1
4252,22868,42,45
15980,21841,7,5
1646,44491,5,3
8083,9583,9,7
23124,36304,1,4
23125,27473,1,6
13051,28705,6,6
392,7171,14,15
10042,37885,17,17
23126,43126,4,3
23127,38989,1,22
14409,19665,9,12
23128,36701,12,4
4293,16878,5,7
21962,9986,10,11
7450,13363,11,21
4750,3334,23,27
23129,1857,1,43
14285,44835,5,1
23130,8835,1,7
3568,13840,12,14
4256,44836,5,1
11716,30003,5,6
23131,44481,4,5
21027,11738,16,17
23132,37082,1,5
7332,5008,32,14
16871,25471,33,28
23133,37703,2,9
23134,8348,1,5
23135,44837,5,1
2080,1198,12,15
8560,13350,30,50
9147,44838,5,1
23136,42690,5,5
9165,7804,19,21
23137,38740,1,5
23138,17645,1,8
1457,10827,25,4
6636,28252,31,15
22639,37022,5,6
16995,9865,8,7
23139,9894,3,13
1069,44839,10,1
23140,44840,6,1
23141,39041,1,13
20222,15706,11,10
23142,1540,1,7
23143,11596,1,7
9242,4522,16,15
5929,764,10,11
23144,44841,6,1
2405,7321,18,15
1360,15740,10,11
2615,5657,6,8
8846,44842,4,1
917,1712,43,42
23145,43443,7,6
11132,10367,11,18
6834,25051,6,2
7793,35282,19,12
23146,13465,12,9
23147,18491,1,5
5238,44843,5,1
5396,312,9,12
5455,11354,75,7
1014,11317,25,28
23148,44844,5,1
7567,40851,11,8
5991,16114,23,29
23149,44845,4,1
19664,318,14,21
6991,34483,8,11
8628,44846,4,1
8219,1979,22,29
11544,35947,9,8
23150,40204,4,6
15542,26321,9,2
23151,44847,4,1
22249,21502,12,6
23115,6231,6,6
7333,20576,10,22
6048,6839,12,10
20555,38872,11,11
3427,5939,28,49
197,15591,5,17
6738,44848,4,1
6665,12294,12,11
4964,23047,6,9
11213,44849,6,1
23152,41562,3,4
23153,6869,1,9
23154,17474,1,6
23155,35231,2,15
23156,44850,4,1
23157,44851,4,4
18889,35769,77,5
23158,32436,1,9
23159,44852,5,1
23160,37464,1,6
23161,19793,1,6
16667,2625,13,18
7861,44853,4,1
15017,44854,27,1
16889,17236,13,7
16629,10280,9,21
14546,39679,2,4
18598,24958,4,5
1953,21440,24,21
23162,21920,4,4
3368,8510,46,28
23163,5455,1,75
23164,24424,2,4
15032,3118,4,4
23165,13084,2,4
23166,4300,2,22
23167,19540,1,14
3501,44855,5,2
23168,44856,4,1
2416,43462,5,5
16440,7746,4,5
5926,4757,10,15
19008,20628,6,9
2685,40225,26,26
1219,584,47,88
9930,44857,5,1
10096,44858,4,1
3194,3810,28,43
23169,33207,4,3
9200,44859,4,1
23170,44860,2,4
328,38343,16,11
4895,44861,15,1
23171,32878,5,6
23172,44862,4,1
23173,23819,3,7
9583,44863,7,3
2040,14628,45,26
15103,44864,4,1
3171,44865,10,1
23174,19286,1,4
10367,17911,18,13
2823,44866,6,1
19085,44867,6,1
162,9818,23,18
23175,19027,7,6
11583,6227,4,5
23176,44868,1,5
23177,44869,5,1
10381,36536,15,10
23178,38617,1,5
16303,21787,5,5
2024,1534,22,22
601,44870,4,1
13960,9263,11,11
950,16577,4,8
23179,10012,1,7
23180,10951,1,11
23181,5455,1,75
1075,2055,31,41
11204,41087,2,5
23182,19886,1,6
23183,35869,5,6
6810,768,26,27
23184,3117,1,6
23185,10951,2,11
14094,36165,4,4
7556,2602,13,12
2614,19523,3,6
23186,20000,6,5
23187,340,5,4
23188,818,1,6
20350,19443,4,5
16244,44871,6,1
1919,16418,7,7
23189,33575,17,9
1904,3126,21,31
23190,44872,5,1
5976,18791,14,9
23191,3107,2,11
7392,1587,9,7
14413,44873,5,1
23192,44300,1,5
20506,37725,9,13
23193,40308,1,4
16342,35027,16,11
23194,33059,1,8
6853,7862,11,13
15862,44874,5,1
2270,6288,24,17
23195,44228,1,4
16002,44875,4,1
23196,25767,2,5
16296,2288,12,12
23197,6293,5,5
83,1050,13,13
7293,29771,5,3
768,4745,27,27
23198,25634,3,4
11256,11157,19,25
5145,8597,4,7
9319,36923,11,12
23199,36875,4,5
10856,6273,15,6
1345,44876,5,1
12616,29596,9,9
23200,20575,1,5
23201,14043,4,12
1463,3748,31,26
5216,3524,19,19
11528,1799,17,36
1868,24069,5,11
16095,31341,6,8
23202,5107,4,4
23203,29128,4,11
23204,37630,6,6
23205,5849,4,4
16905,9432,3,10
23206,25061,1,6
3970,15215,18,61
4242,44877,6,1
10795,9962,5,9
23207,44613,4,5
23208,28458,1,5
15685,1581,20,10
3270,26703,13,11
23209,25333,1,4
553,17101,10,8
23210,20548,1,4
1985,2254,19,17
1865,77,22,16
23211,37184,1,4
2143,28329,10,10
10059,1103,5,6
23212,2660,1,16
1144,7361,39,47
23213,35898,1,5
170,13887,4,23
13620,36243,5,2
8747,14109,5,5
517,43446,12,3
21617,44878,4,1
23214,37583,19,11
3077,5656,23,16
23215,27343,2,8
2637,3450,13,16
7456,34894,7,5
6268,8194,11,4
23216,27864,4,2
16135,44879,17,1
3569,2173,25,40
2738,4178,16,6
4463,44880,5,1
23217,25402,1,36
23218,38786,1,4
23219,40318,12,6
12786,20419,8,9
1219,4319,47,40
8184,13727,10,10
5670,44881,8,1
10549,44882,9,2
16899,33670,4,4
23220,44883,4,1
1525,3700,29,39
21724,31077,5,6
23221,1921,4,13
23222,44884,4,2
23223,8241,1,15
20800,33137,4,3
7876,12357,11,12
11459,44885,5,1
3407,17000,13,13
9699,363,18,18
23224,44886,4,1
5613,44887,4,2
3524,1534,19,22
9093,22459,7,7
19783,44888,4,1
8203,14897,4,3
14213,34647,6,8
23225,44889,5,2
23226,15782,1,4
12752,44890,8,2
23227,15417,1,5
23228,40435,6,6
2722,35913,16,15
16716,28018,3,4
23229,44891,4,1
18050,42186,5,5
23230,20408,7,6
23231,41632,1,4
2012,44892,27,1
1788,44893,16,1
9076,12586,18,18
23232,32195,1,9
15775,44894,4,2
23233,22305,1,4
4454,1652,19,12
23234,30247,2,4
2216,8959,10,13
23235,7847,2,8
23236,44895,4,2
23237,44896,11,1
23238,35501,6,7
13822,40457,8,5
23239,42495,1,4
17027,24092,11,12
23240,26142,1,4
212,34698,7,12
2935,34265,14,10
23241,44897,5,3
12292,33519,13,11
8431,11290,32,23
23242,20850,1,8
6244,1262,9,16
12388,844,10,11
14267,3668,4,5
23243,44898,6,1
23244,44899,4,1
3023,44900,8,1
23245,9163,14,15
2703,3271,20,15
2055,4199,41,47
23246,6347,7,7
23247,44901,4,7
23248,270,1,52
21067,44902,4,1
4863,1341,31,17
7515,8019,7,15
23249,2522,4,13
3694,1214,27,29
3436,31210,6,6
23250,15560,1,4
17412,28826,6,4
23251,34094,4,4
6068,35652,19,13
11743,7232,8,10
23252,1108,1,27
23253,27125,2,4
16818,21893,5,5
9889,25236,8,6
5317,22632,16,17
8159,35276,18,40
8346,6044,12,24
3677,44903,5,1
4826,1854,10,12
23254,29644,2,4
7332,2089,32,25
23255,44904,5,1
11945,13137,6,6
20475,25271,15,22
23256,2341,1,15
23257,25393,1,6
17403,34744,5,4
12358,2213,8,11
8638,26080,5,5
23258,29369,4,2
7664,22830,12,16
23259,35134,1,35
22297,2242,11,12
15863,31694,5,5
9849,44905,4,1
16559,25530,6,6
23260,2832,1,10
23261,32640,1,14
23262,36482,4,2
23263,38905,1,4
11126,40582,11,8
23264,40587,1,5
23265,41899,1,4
23266,12209,4,7
5805,25471,39,28
1130,1278,18,20
13928,38350,2,4
23267,13653,2,20
22307,40073,4,2
14012,44906,5,1
4458,7701,26,25
16649,31415,2,4
4998,31126,11,7
7347,26583,5,2
23268,11271,7,2
23269,30749,6,7
5811,26051,3,5
21379,19879,10,13
13731,44907,7,1
3620,37333,13,16
9984,22836,5,2
15376,9318,4,5
6562,9647,6,8
16918,37415,6,6
22529,44908,6,5
23270,41224,3,7
23271,29549,11,6
15203,44909,4,1
1668,44910,6,1
9180,33254,11,10
2166,5103,25,15
21057,36798,6,7
15433,32212,18,20
23272,4841,1,7
2312,25812,7,3
23273,36402,1,9
12359,44911,4,2
8513,23504,7,7
23274,28690,1,4
17720,34505,5,5
6352,12602,5,17
5068,44912,6,1
23275,33368,2,5
7389,41147,9,9
4280,28601,17,9
23276,36898,5,6
23277,43428,1,5
3854,26278,6,5
23278,34700,8,12
16830,44913,4,1
7251,37239,5,5
5147,44914,5,1
23279,16240,1,6
22621,22476,4,6
23280,44915,4,1
23281,7748,1,5
23282,44916,10,1
6032,37010,8,13
23283,186,2,44
8556,16373,5,8
23284,36502,1,5
21062,44917,6,1
2684,44918,4,2
23285,44919,5,1
23286,18585,1,11
23287,36826,13,2
529,2724,25,21
23288,236,1,146
480,27931,8,2
23289,36250,1,6
23290,39696,5,4
23291,44920,5,1
23292,22527,1,10
23293,41382,1,8
9505,25244,8,7
1268,16370,15,21
4292,22495,19,14
2147,14001,18,16
17724,31969,49,31
23294,149,13,11
2881,34217,9,10
23295,11902,4,8
12786,10423,8,9
23296,44921,5,1
23297,44922,4,1
23298,12412,3,4
7136,44923,12,3
23299,23747,1,6
23300,11139,1,4
23301,44924,4,1
23302,44925,4,1
6059,23482,9,19
1336,18980,4,4
23303,419,5,7
7277,35535,12,8
23304,44926,4,1
1319,31969,37,31
16403,44927,8,1
3124,7766,23,24
23305,2790,1,7
11854,44928,7,1
6871,35707,5,5
14246,44929,4,1
2007,44930,18,7
2909,8872,54,29
6916,3841,15,30
23306,44931,4,1
22839,34240,4,3
21487,35636,6,5
1358,19558,40,33
23307,16730,1,7
23308,10477,1,65
5114,44932,6,1
6975,9131,8,8
23309,44933,4,1
21943,44934,5,1
1121,5988,22,21
14181,36140,5,3
23310,44935,7,1
15984,44936,6,1
23311,35008,4,3
23312,22607,1,6
12905,40102,5,5
379,26,44,48
750,17535,21,17
4449,44937,13,6
1147,379,28,44
4795,5686,7,8
6003,202,8,10
1886,14200,10,9
9096,44938,6,4
12213,36469,5,7
21670,44939,5,1
16733,44940,4,1
23313,8004,6,9
19793,29320,6,5
216,3912,24,25
2362,37247,6,7
7442,3310,11,12
5590,44941,12,1
5195,14250,24,25
3450,33575,16,9
10756,19407,12,9
10307,44942,6,1
6931,6833,17,14
1796,32749,10,7
23314,42798,3,5
22440,44943,4,1
23315,38288,1,6
707,34247,18,10
172,7093,45,17
23316,27668,6,6
22892,34651,11,15
9319,13935,11,16
23317,44944,5,1
16021,24814,12,18
3902,39343,14,5
23318,44945,5,1
23319,20177,4,3
13132,34409,16,18
23320,7417,1,14
10786,14560,10,10
2087,3184,32,34
23321,36170,1,6
821,20342,17,17
13673,44946,4,1
23322,22606,1,7
22331,10755,6,5
620,44947,4,1
23323,3114,2,4
23324,44948,5,1
2993,2103,13,14
15449,44949,5,1
29,26634,6,5
8294,26663,11,7
23325,36837,7,5
2409,16623,20,19
4450,4233,15,17
4589,14542,3,4
408,19976,11,11
16833,8279,11,15
23326,236,1,146
11423,44950,20,2
1083,17532,49,24
19592,18323,5,6
23327,4239,1,16
23328,44951,4,1
23329,39127,1,6
2040,304,45,34
139,6217,26,4
23330,436,1,30
1357,44952,4,1
23331,4945,4,10
16519,44953,8,1
23332,35061,1,5
23333,29420,1,12
3498,8940,16,17
23334,24757,1,7
23335,44954,4,1
14417,9972,7,6
23336,30460,1,8
9656,22035,11,13
23337,44955,4,1
23338,43135,1,6
12421,10964,14,12
16562,16742,8,15
20302,44956,8,1
16652,10382,5,7
5111,11480,11,7
13481,30301,4,5
4226,44957,4,1
7161,44958,5,1
11170,44959,6,1
23339,28599,1,10
7224,34795,8,20
173,14225,5,5
19788,36994,12,11
8488,16253,13,8
20595,11064,9,3
7088,2083,5,7
23340,18801,1,5
15347,23349,6,6
10352,1640,28,39
15490,13897,2,11
9539,9196,20,20
17629,18087,7,5
8755,35519,4,10
12340,13645,11,11
14398,44960,5,1
1361,19580,10,12
23341,33742,1,4
23342,15865,4,5
12121,44961,10,1
4131,11545,13,11
23343,35177,1,7
619,44962,14,1
23344,7914,1,21
23345,39306,4,9
3214,8646,25,23
8333,12873,14,24
23346,43940,2,5
1199,44963,5,1
2908,19697,10,9
23347,31931,1,6
23348,44964,12,1
23349,17583,6,9
23350,1762,1,8
23351,13113,4,5
7656,15926,16,9
5965,16243,14,8
23352,19900,1,4
11192,1503,6,9
23353,31917,3,5
23354,41615,5,4
22005,21868,7,7
17306,44965,5,2
12766,26527,17,17
23355,10152,1,25
23356,3140,2,4
23357,7781,1,5
23269,14456,6,9
23358,40078,1,4
23359,14450,1,8
2022,44966,4,4
7985,34671,5,7
20697,44967,9,1
12597,35247,17,17
23360,44968,5,1
1806,8098,26,27
23361,35663,10,23
10876,22737,12,13
8204,3408,18,16
14022,44969,6,1
19594,40881,17,8
23362,7619,4,4
22607,44970,6,1
23363,37442,5,2
23364,39858,2,6
18009,44971,4,3
1107,44972,6,1
5418,20840,16,15
23365,9274,18,25
6326,12526,5,7
8055,12294,14,11
23366,20588,1,4
20538,1553,29,41
2349,7048,12,13
23367,20580,1,10
23368,1328,1,15
20097,11435,2,5
9515,12166,9,10
15312,15499,5,7
1431,7148,28,9
7541,19413,9,7
23369,29635,1,6
17561,44973,12,2
11930,24051,13,13
6829,32219,2,7
3073,35693,6,5
3362,4288,26,27
23072,32172,12,8
23370,44974,1,5
2246,24268,22,24
2708,18589,17,17
23371,44975,6,5
23372,24560,7,7
17862,762,4,6
16162,44976,17,1
4149,18796,19,15
23373,34670,11,16
19741,8387,5,4
8280,38409,10,6
1798,43528,4,5
23374,37973,1,6
23375,14022,1,6
23376,15039,1,4
23377,44977,5,1
19070,18531,7,9
3423,12021,37,24
664,489,49,23
7621,13997,16,34
21504,16320,6,8
23378,35408,15,12
4043,5383,21,23
23379,21761,1,12
23380,35765,4,4
13653,44978,20,2
3947,10951,3,11
10308,44979,12,1
23381,41853,5,4
23382,40670,4,4
23383,14724,5,5
6276,44980,29,1
16353,44981,4,1
8160,44982,5,1
11367,40964,12,12
17334,44983,4,1
23384,38903,6,5
246,1553,40,41
12573,44984,7,1
7877,44985,10,8
14736,44986,6,1
23047,4962,9,7
23385,13898,6,6
23386,18150,1,17
9777,36300,6,4
10216,23619,26,25
897,23874,22,23
23387,6431,1,11
14834,12102,4,5
22594,44987,4,4
23388,44988,2,4
5013,44989,6,1
7424,25602,3,7
3760,12967,17,15
1550,44990,4,1
11390,3755,10,10
1402,2087,42,32
3933,34217,10,10
8386,8967,27,23
18870,44991,5,1
23389,2358,1,7
10765,38610,8,4
21644,7589,11,5
23390,31825,1,6
8410,12166,5,10
6211,44992,9,1
7437,44993,4,1
23391,31184,2,5
23392,44994,4,1
9100,4873,3,6
9740,14083,5,2
23393,3875,1,15
23394,34455,1,14
14815,33857,4,6
17406,19705,2,5
23395,23756,4,7
23396,37172,1,12
13749,38032,5,6
23397,5395,5,16
23398,14239,1,6
17831,44995,5,1
13506,37185,5,8
4678,8219,17,22
1074,20462,8,13
12166,3698,10,22
23399,28332,7,7
22633,14695,3,8
8832,749,31,27
3361,3760,18,17
17463,25985,7,7
1051,3542,38,37
11004,6398,5,10
6639,1491,35,42
13359,44996,4,1
23400,34914,2,9
2879,10975,12,19
23401,40359,3,5
6603,44997,8,1
23402,13907,1,4
23403,2887,6,2
6880,7283,16,6
23404,19287,1,4
23405,4561,1,19
12822,43646,7,6
23406,28013,3,4
23407,21213,1,4
2976,5180,19,24
18253,34638,11,13
1402,5830,42,28
23408,10299,1,4
23409,16073,5,27
23410,19024,1,4
23411,16063,1,10
2919,24239,4,5
23309,44998,4,1
5160,9259,14,12
20554,44999,6,1
2246,20804,22,21
13221,4163,16,14
7017,21818,20,19
1177,28469,11,11
3961,28074,8,7
903,17182,17,17
23412,20864,1,6
2393,8510,28,28
8230,38835,6,7
12071,10676,11,11
16815,18527,9,6
18820,37947,7,7
17097,41804,2,7
23413,38702,4,4
10129,15425,8,25
9890,36087,17,9
23414,7325,17,24
8705,20811,12,4
23415,9046,4,6
23416,45000,4,4
3048,4906,44,41
2291,12584,23,16
19731,6319,14,6
23417,17739,1,31
3389,1464,19,20
2826,16150,17,21
12062,28321,6,2
688,12620,30,32
23418,23888,1,10
14188,20248,4,4
14648,2278,11,18
8260,18287,14,21
9088,4816,17,11
7500,35017,21,15
4893,7721,13,13
23419,7731,1,4
23420,40431,6,3
758,35920,5,6
17174,39461,6,4
23421,25797,1,4
11365,34969,7,105
5084,39721,2,4
11332,20662,2,4
627,18027,6,5
23422,41246,10,9
23423,27118,1,6
23424,18580,3,4
22983,33380,4,3
23425,38182,1,5
23426,33366,1,7
23427,45001,5,4
18255,45002,4,1
13344,23456,13,20
21083,6106,6,7
23428,38315,1,12
2358,8440,7,5
20131,45003,4,1
23429,11389,1,7
3954,6407,4,4
23430,15946,6,5
5697,43526,23,4
23431,40435,5,6
22036,35595,8,14
23432,16029,1,19
23433,26171,1,4
22878,18681,7,9
4216,7809,18,8
6102,6636,33,31
9174,6083,23,10
1065,9340,18,26
23434,13256,5,6
23435,1906,4,4
6848,3479,30,10
23436,871,1,4
23437,584,1,88
23438,34937,5,5
22739,14920,6,12
13668,14333,8,6
15042,45004,5,1
9314,45005,4,1
16858,45006,5,1
8917,38310,7,3
23439,17385,11,16
23440,43675,1,4
23441,45007,6,2
15868,45008,5,1
1930,378,6,5
9756,44601,2,5
6422,45009,8,1
9323,32600,19,19
18938,36846,4,3
5799,34484,5,6
23442,14028,1,7
22067,45010,5,1
23443,16122,2,16
23444,21232,2,5
6860,45011,11,1
23445,40660,1,8
23446,45012,10,2
23447,13865,1,4
23448,45013,10,1
11386,8656,24,19
21441,15251,10,10
7766,3161,24,23
23449,23687,6,6
23450,13104,4,18
15401,19540,4,14
23451,21383,1,5
20694,1712,16,42
22551,45014,8,1
9598,8610,18,20
23452,29530,2,5
20022,32238,2,5
2116,45015,4,1
23453,35266,1,6
23454,45016,4,1
7972,36961,7,5
23455,16719,4,16
23360,45017,5,1
23456,13540,20,15
4137,22734,30,36
19809,9935,4,8
23457,34128,1,4
1676,38162,10,10
23458,13595,1,5
23459,45018,6,1
22245,45019,4,1
4252,598,42,44
4246,7340,16,16
771,3675,32,32
2606,5680,17,17
23460,45020,4,3
15537,45021,8,2
20731,45022,5,1
23461,39812,4,3
8832,35730,31,29
9076,15388,18,22
18783,34482,12,12
23462,13294,2,5
23463,42565,1,6
739,6904,22,10
23464,29041,1,4
5401,34358,14,4
193,39170,7,8
19945,25839,4,4
23465,43338,7,8
23466,19484,1,5
14183,36484,23,16
3910,1652,19,12
23467,35026,1,4
2948,18572,10,9
20772,11383,9,5
20596,2416,6,5
2368,261,29,30
23468,32844,1,5
6037,28252,53,15
12173,19408,5,5
7059,9230,7,8
12305,45023,11,1
18345,40842,10,17
23469,27067,6,5
23470,45024,5,1
4906,621,41,45
1783,32592,16,16
4741,1083,41,49
23471,45025,8,1
4312,3690,15,13
12508,19867,11,7
23472,23203,1,4
23473,42149,4,4
10906,45026,12,1
23474,6318,1,13
21852,22674,6,4
1494,9968,38,35
2424,45027,5,1
9901,41108,4,8
23475,1080,1,10
3310,36888,12,5
23476,34245,1,15
469,6080,30,32
10946,35818,18,20
23477,45028,4,4
15544,6256,4,5
322,45029,16,1
754,16169,24,19
23478,10221,4,4
23479,45030,5,3
11928,35077,17,13
3413,33254,12,10
23480,17890,1,18
23481,27088,4,6
4353,26170,13,11
15899,305,16,49
1340,39234,21,8
5604,5974,10,10
1212,1322,18,16
5995,43287,5,4
9236,12541,8,7
3810,5830,43,28
7136,40163,12,5
23482,34905,19,18
1534,32369,22,3
14847,39670,5,4
23483,38754,1,5
20618,20015,5,5
19736,21796,4,5
12187,5221,6,6
23484,9955,5,4
23485,14105,4,4
23486,35259,5,3
18909,7165,12,5
23487,39019,1,11
23488,43249,1,4
20751,33007,6,7
23489,34651,1,15
877,45031,5,3
12305,17573,11,4
839,45032,38,1
12226,12235,9,10
797,7326,27,22
1023,1848,17,7
23490,43025,1,6
16448,35084,10,8
9120,45033,4,1
23491,45034,5,1
1120,4712,8,8
16316,7589,7,5
23492,17012,1,7
17808,45035,5,1
23493,3736,1,10
14201,45036,5,1
16176,45037,8,1
6241,45038,6,1
1431,11295,28,14
23494,42704,2,4
17033,1877,10,3
23495,5711,1,4
13954,45039,8,5
23496,8577,1,25
23497,8626,1,9
8464,35957,13,12
21042,10984,10,27
23498,33161,1,6
23499,14119,7,7
23500,21826,1,5
4137,16392,30,33
1426,11852,36,33
19927,45040,4,1
23501,42546,1,7
23502,28363,5,7
23503,36750,1,4
23504,45041,7,1
